account_id,account_name,segment,industry,employees,created_date
ACC-2298,Young-Allen,Enterprise,Retail,24198,2025-10-10
ACC-2299,Richardson PLC,Mid-Market,Retail,354,2024-12-24
ACC-2300,Strickland-Shaw,Mid-Market,Retail,1961,2024-05-05
ACC-2301,Solis and Sons,Mid-Market,Healthcare,1932,2024-02-10
ACC-2302,"Castillo, Watson and Villa",SMB,Media,111,2025-10-19
ACC-2303,"Rosales, Mitchell and Hines",SMB,Healthcare,126,2024-12-14
ACC-2304,"Hernandez, Kim and Potts",Mid-Market,Fintech,1397,2025-09-26
ACC-2305,Wilkerson-Arias,Mid-Market,Retail,421,2024-02-11
ACC-2306,Shaw-Young,SMB,SaaS,16,2024-10-18
ACC-2307,Johnson Inc,SMB,Media,166,2025-05-19
ACC-2308,Moody-Taylor,SMB,Healthcare,128,2025-10-06
ACC-2309,Horton-Taylor,Mid-Market,Media,486,2024-12-30
ACC-2310,Gilbert-Bullock,Enterprise,SaaS,9610,2024-07-17
ACC-2311,Conley PLC,SMB,Media,147,2025-04-17
ACC-2312,"Henderson, Parsons and Young",SMB,SaaS,181,2024-02-07
ACC-2313,Barnes PLC,Enterprise,Retail,49618,2024-02-18
ACC-2314,Copeland Group,SMB,Manufacturing,116,2025-02-20
ACC-2315,Chen PLC,Mid-Market,Fintech,1035,2025-07-12
ACC-2316,Carter Inc,SMB,Manufacturing,104,2024-10-01
ACC-2317,Duncan and Sons,SMB,Media,70,2025-06-03
ACC-2318,Mills LLC,SMB,SaaS,185,2025-02-12
ACC-2319,"Romero, Mcneil and Spencer",Enterprise,Retail,5968,2025-11-09
ACC-2320,Williams-Hughes,SMB,Healthcare,58,2024-07-16
ACC-2321,"Smith, Kramer and Cooper",SMB,Media,64,2025-05-25
ACC-2322,"Garcia, Perkins and Sherman",Mid-Market,Fintech,303,2024-02-04
ACC-2323,Payne-Li,SMB,Fintech,42,2025-10-06
ACC-2324,"Marshall, Dominguez and Welch",SMB,Fintech,151,2024-02-19
ACC-2325,"Parsons, Ellis and Carter",SMB,SaaS,69,2025-09-06
ACC-2326,Blackwell LLC,Mid-Market,Healthcare,205,2025-02-04
ACC-2327,Hays-Daniels,Enterprise,Healthcare,37403,2024-01-29
ACC-2328,"Lee, Kelly and Norman",SMB,Media,54,2024-09-14
ACC-2329,Martinez-Richardson,Enterprise,Retail,25477,2025-07-31
ACC-2330,Kline-Hughes,Mid-Market,Fintech,1405,2025-01-20
ACC-2331,"Jimenez, Glass and Stone",SMB,SaaS,77,2025-07-18
ACC-2332,Miller-Morrison,Mid-Market,Fintech,432,2025-02-27
ACC-2333,Morris-Miller,SMB,Media,102,2024-08-17
ACC-2334,Griffin-Robbins,SMB,Fintech,138,2025-06-19
ACC-2335,Bell-Williams,SMB,Healthcare,178,2025-04-22
ACC-2336,Hill-Whitney,SMB,SaaS,17,2024-02-28
ACC-2337,"Walsh, Cox and Owen",Mid-Market,Media,1605,2024-05-04
ACC-2338,Thomas PLC,SMB,Media,123,2025-08-29
ACC-2339,Johnson-Jones,SMB,Media,47,2024-10-11
ACC-2340,Reyes-Bradley,SMB,Manufacturing,172,2024-04-29
ACC-2341,"Cole, Watson and Wallace",Mid-Market,SaaS,1423,2025-03-21
ACC-2342,Moreno Group,SMB,Healthcare,139,2025-05-19
ACC-2343,Wright-Wilson,SMB,Media,189,2024-05-24
ACC-2344,Holmes-Mcintyre,Mid-Market,SaaS,1676,2024-07-22
ACC-2345,Padilla-Lewis,SMB,Manufacturing,68,2024-08-09
ACC-2346,"Hendricks, Henry and Martinez",Mid-Market,SaaS,1051,2024-12-17
ACC-2347,Roach Group,SMB,SaaS,119,2025-09-21
ACC-2348,"Ponce, Downs and Contreras",SMB,Media,49,2024-02-20
ACC-2349,"Daniels, Vance and York",SMB,Media,31,2025-07-05
ACC-2350,"Little, Leon and Hicks",SMB,SaaS,199,2024-06-05
ACC-2351,Young Group,Mid-Market,SaaS,1350,2024-10-07
ACC-2352,"Armstrong, Mcdonald and Bird",SMB,Fintech,41,2025-04-20
ACC-2353,Jones Group,Enterprise,Media,49255,2025-07-12
ACC-2354,Fox-Hammond,SMB,Manufacturing,83,2024-02-27
ACC-2355,Compton Ltd,SMB,SaaS,157,2024-12-15
ACC-2356,Frazier-Cooper,SMB,Manufacturing,133,2025-05-11
ACC-2357,"White, Burch and Reynolds",SMB,SaaS,152,2025-10-07
ACC-2358,Holmes LLC,Mid-Market,Fintech,663,2024-05-05
ACC-2359,Donovan-Perez,Mid-Market,Manufacturing,1456,2025-11-26
ACC-2360,Singleton-King,Mid-Market,Media,1447,2025-03-03
ACC-2361,Martinez-Turner,Mid-Market,Manufacturing,259,2024-03-13
ACC-2362,"Davidson, Vargas and Carpenter",SMB,Fintech,89,2025-05-26
ACC-2363,"Le, Jacobs and Kirby",SMB,Manufacturing,46,2024-02-01
ACC-2364,Miller Ltd,SMB,Manufacturing,46,2024-07-24
ACC-2365,"Clark, Armstrong and Montgomery",Enterprise,SaaS,36765,2025-01-21
ACC-2366,"Gardner, May and Turner",SMB,Fintech,117,2025-09-17
ACC-2367,"Sullivan, Chavez and Barker",SMB,Fintech,89,2024-12-07
ACC-2368,Washington-Harris,Mid-Market,Manufacturing,1421,2024-04-21
ACC-2369,Hensley-Flores,Enterprise,Healthcare,42490,2024-11-05
ACC-2370,Hodges PLC,SMB,Manufacturing,30,2024-03-23
ACC-2371,Allen-Martinez,Mid-Market,Retail,1443,2024-07-11
ACC-2372,Davis LLC,SMB,Retail,65,2025-11-02
ACC-2373,"Barnes, Estes and Barrera",SMB,Healthcare,120,2025-03-24
ACC-2374,"Edwards, Hines and Jimenez",Mid-Market,Manufacturing,1196,2024-12-28
ACC-2375,Koch-Jimenez,Mid-Market,SaaS,651,2024-11-01
ACC-2376,"Bryant, Allen and Aguilar",Enterprise,SaaS,15397,2024-02-09
ACC-2377,Simpson-Khan,SMB,Media,64,2025-06-06
ACC-2378,Mitchell-Smith,Mid-Market,SaaS,871,2024-11-30
ACC-2379,Khan Ltd,SMB,Healthcare,120,2025-08-16
ACC-2380,Diaz-Morales,SMB,Manufacturing,190,2025-03-12
ACC-2381,Cox LLC,Mid-Market,SaaS,1851,2024-10-27
ACC-2382,"Cole, Pierce and Bryan",SMB,Manufacturing,199,2025-06-12
ACC-2383,"Wilson, Hester and Long",SMB,Healthcare,29,2025-03-09
ACC-2384,Fischer-Gonzalez,Mid-Market,Manufacturing,1028,2024-11-07
ACC-2385,"Williams, Williams and Reeves",Mid-Market,Retail,435,2025-02-07
ACC-2386,Hernandez-Barry,SMB,Fintech,93,2024-09-11
ACC-2387,"Flores, Long and Jensen",SMB,Healthcare,186,2025-04-06
ACC-2388,Romero-Hicks,SMB,Retail,37,2025-07-04
ACC-2389,"Evans, Cabrera and Richardson",Mid-Market,Media,361,2024-03-26
ACC-2390,Silva-Robles,Enterprise,Media,16520,2025-11-08
ACC-2391,"Soto, Carlson and Baker",SMB,Media,53,2025-08-31
ACC-2392,"Lane, Griffith and Silva",Mid-Market,Fintech,1244,2025-02-11
ACC-2393,"Griffith, Hampton and James",Enterprise,Media,49669,2024-07-07
ACC-2394,Armstrong Ltd,Enterprise,SaaS,11679,2024-05-28
ACC-2395,Alexander Group,SMB,Fintech,47,2024-11-16
ACC-2396,"Harris, Shaw and Carr",SMB,Retail,49,2025-11-08
ACC-2397,"Luna, Thornton and Stone",SMB,Manufacturing,170,2024-09-09
ACC-2398,"Mendoza, Bennett and Frye",Mid-Market,Retail,1119,2025-02-18
ACC-2399,Payne-Lowe,Enterprise,Media,43634,2025-06-12
ACC-2400,"Lara, Baker and Washington",Enterprise,Fintech,43105,2024-08-04
ACC-2401,"Evans, David and Hendrix",SMB,Healthcare,122,2025-07-01
ACC-2402,Vaughn Group,SMB,Healthcare,87,2025-01-07
ACC-2403,Castro-Michael,Mid-Market,Media,1239,2024-07-31
ACC-2404,Martinez-Rhodes,SMB,Retail,125,2025-11-26
ACC-2405,Cardenas-Blevins,SMB,Fintech,83,2024-08-13
ACC-2406,Roberts Ltd,Enterprise,SaaS,40933,2024-09-26
ACC-2407,Douglas-Burgess,SMB,Fintech,128,2024-06-05
ACC-2408,"Nelson, Hoffman and Nelson",Enterprise,SaaS,31473,2025-04-23
ACC-2409,"Matthews, Sanchez and Santiago",Enterprise,Manufacturing,14336,2024-06-24
ACC-2410,"Hall, Garcia and Rivera",SMB,Retail,131,2024-03-19
ACC-2411,"Townsend, Smith and Pierce",Enterprise,Fintech,24507,2024-11-12
ACC-2412,"Donovan, Johns and Woods",Enterprise,Fintech,44344,2025-08-10
ACC-2413,Morris-Brewer,SMB,SaaS,73,2025-05-21
ACC-2414,"Hall, Rodgers and Jefferson",Enterprise,SaaS,41964,2024-05-15
ACC-2415,Khan-Thompson,SMB,SaaS,105,2025-10-11
ACC-2416,French-Lopez,SMB,Media,96,2025-11-08
ACC-2417,Mcdowell-Smith,SMB,Manufacturing,171,2025-04-13
ACC-2418,Hebert LLC,SMB,Healthcare,34,2024-12-18
ACC-2419,"Daniels, Snyder and Mays",SMB,Manufacturing,74,2024-12-29
ACC-2420,Lee-Rodriguez,Enterprise,Fintech,11854,2025-07-21
ACC-2421,Wong-Higgins,SMB,SaaS,159,2025-07-26
ACC-2422,Gibbs-Bradley,Enterprise,Fintech,47775,2024-05-16
ACC-2423,"Chase, Prince and Wilcox",Mid-Market,Manufacturing,1418,2024-09-11
ACC-2424,Morales Inc,Enterprise,Fintech,26686,2024-04-19
ACC-2425,Morris-Wright,Mid-Market,Healthcare,1865,2024-10-24
ACC-2426,Griffin LLC,Mid-Market,Healthcare,1603,2024-08-22
ACC-2427,"Sharp, Smith and Valdez",SMB,Media,181,2024-07-02
ACC-2428,Contreras Group,SMB,Healthcare,102,2024-05-04
ACC-2429,Parks-Leblanc,Enterprise,Media,33868,2025-08-20
ACC-2430,Vaughn-Fowler,SMB,Healthcare,45,2024-10-12
ACC-2431,"Walker, Bernard and Mendoza",SMB,Retail,35,2025-08-03
ACC-2432,"Brooks, Miles and Durham",Mid-Market,Manufacturing,277,2025-09-14
ACC-2433,"Petersen, Gill and Becker",SMB,Manufacturing,168,2025-11-09
ACC-2434,Fox PLC,SMB,Media,51,2024-10-08
ACC-2435,Stark Inc,Mid-Market,SaaS,1676,2025-10-05
ACC-2436,"Leach, Harris and Herrera",SMB,Fintech,103,2024-09-11
ACC-2437,"Ramos, Frazier and Love",SMB,Retail,123,2024-03-11
ACC-2438,"Griffin, Brown and Anderson",Mid-Market,Retail,679,2024-12-20
ACC-2439,"Brown, Ford and Roman",SMB,Media,130,2024-01-17
ACC-2440,Scott-Smith,SMB,Fintech,156,2025-03-25
ACC-2441,Williams LLC,Mid-Market,Media,1229,2024-02-19
ACC-2442,"Mcknight, Michael and Jones",SMB,Retail,51,2024-01-25
ACC-2443,Ortiz-Mack,Mid-Market,Media,1987,2025-07-20
ACC-2444,"Stuart, Brooks and Vance",SMB,Retail,133,2025-11-06
ACC-2445,Bennett-Vega,Mid-Market,Media,1656,2025-11-10
ACC-2446,"Anderson, Dalton and Wilson",Enterprise,Manufacturing,12506,2024-11-01
ACC-2447,"Anderson, Irwin and Davenport",SMB,SaaS,141,2024-08-19
ACC-2448,Nunez-Stephens,SMB,Manufacturing,66,2024-10-21
ACC-2449,Wright LLC,Enterprise,Fintech,5490,2024-08-02
ACC-2450,Pineda Ltd,SMB,SaaS,105,2024-01-26
ACC-2451,"Barnes, Miranda and Stephenson",Enterprise,SaaS,3847,2024-07-05
ACC-2452,Jones PLC,SMB,SaaS,35,2024-12-12
ACC-2453,"Powers, Brennan and Sanchez",Mid-Market,SaaS,481,2024-11-08
ACC-2454,Young-Robinson,SMB,SaaS,130,2024-04-18
ACC-2455,"Holder, Young and Hendricks",Mid-Market,Manufacturing,1118,2024-09-04
ACC-2456,"Harper, Chambers and Flores",SMB,Healthcare,30,2025-11-11
ACC-2457,Odom PLC,SMB,Fintech,48,2024-11-17
ACC-2458,Hill-Hawkins,Mid-Market,Manufacturing,427,2025-11-14
ACC-2459,"Buck, Garrett and Simmons",SMB,Retail,41,2024-02-06
ACC-2460,David-Powers,SMB,Manufacturing,169,2024-09-04
ACC-2461,"Butler, Hernandez and Bennett",SMB,Manufacturing,137,2025-01-02
ACC-2462,Atkinson LLC,SMB,Media,141,2024-04-22
ACC-2463,Melendez-Hart,Mid-Market,Retail,1079,2025-03-08
ACC-2464,"Anderson, Sanchez and Harris",Mid-Market,Media,1368,2024-03-02
ACC-2465,Boone-Davis,SMB,Media,181,2025-10-06
ACC-2466,Williams Group,Enterprise,Media,37656,2025-04-14
ACC-2467,"Williams, Jones and Ballard",SMB,Manufacturing,139,2025-07-16
ACC-2468,"Hansen, Mendoza and Booth",SMB,Healthcare,130,2024-08-23
ACC-2469,Lewis and Sons,SMB,Media,105,2024-04-01
ACC-2470,"Key, Mendoza and Sanchez",SMB,Manufacturing,27,2025-06-30
ACC-2471,Sanders and Sons,Mid-Market,Manufacturing,412,2024-09-06
ACC-2472,James-Ferguson,Mid-Market,Healthcare,473,2024-08-27
ACC-2473,Ward-Andrade,SMB,Retail,96,2024-03-17
ACC-2474,"Harrison, Franco and Rocha",SMB,Healthcare,185,2024-08-31
ACC-2475,Williams-Shields,SMB,Media,56,2024-04-23
ACC-2476,Green PLC,SMB,Manufacturing,127,2025-07-13
ACC-2477,Phillips-Gonzalez,SMB,Fintech,61,2024-10-22
ACC-2478,"Whitaker, Porter and Pena",Enterprise,Media,37588,2024-09-19
ACC-2479,Hines-Burns,SMB,Media,19,2025-05-13
ACC-2480,"Henry, Jackson and Norton",SMB,Fintech,101,2024-04-18
ACC-2481,"Payne, White and Preston",Enterprise,Media,10157,2024-02-15
ACC-2482,"Johnson, Bradford and Landry",Mid-Market,Media,1019,2024-02-07
ACC-2483,Gutierrez Ltd,Enterprise,Fintech,14243,2024-02-22
ACC-2484,"Hernandez, Robinson and Bryant",SMB,SaaS,137,2025-04-24
ACC-2485,"Estrada, Jensen and Webb",SMB,Retail,31,2024-01-13
ACC-2486,Patel Group,SMB,SaaS,164,2024-01-13
ACC-2487,"Bowen, Nichols and Mitchell",SMB,Manufacturing,92,2025-09-23
ACC-2488,"Craig, Drake and Browning",SMB,SaaS,85,2024-03-15
ACC-2489,"Hernandez, Lee and Fox",Mid-Market,Healthcare,541,2024-07-26
ACC-2490,Miller-Chung,SMB,Retail,124,2025-03-14
ACC-2491,Branch and Sons,Enterprise,Healthcare,30504,2025-06-15
ACC-2492,Valdez Ltd,SMB,SaaS,24,2024-03-13
ACC-2493,Gray-Tran,Mid-Market,SaaS,1250,2025-05-09
ACC-2494,Warner Inc,SMB,Retail,17,2025-10-18
ACC-2495,Newman-Rivera,Mid-Market,SaaS,271,2025-11-26
ACC-2496,"Ellison, Hall and Valenzuela",SMB,Media,175,2025-11-20
ACC-2497,"Alvarez, Williams and Jones",SMB,Healthcare,155,2025-11-29
ACC-2498,"Elliott, Johnson and Mcfarland",SMB,Healthcare,125,2024-01-13
ACC-2499,Matthews Ltd,SMB,Retail,29,2024-02-29
ACC-2500,Martin-Allen,SMB,Retail,111,2025-06-09
ACC-2501,"Rivera, Campos and Taylor",SMB,Media,39,2025-07-16
ACC-2502,Mason LLC,SMB,SaaS,109,2024-03-16
ACC-2503,Hall-Jones,SMB,Manufacturing,76,2025-08-20
ACC-2504,"Friedman, Sanders and Ayala",SMB,SaaS,166,2025-05-07
ACC-2505,Bowers-Hayes,Enterprise,Fintech,10037,2024-10-03
ACC-2506,"Pugh, Reynolds and Frazier",SMB,Media,28,2024-10-22
ACC-2507,Barton LLC,Enterprise,Fintech,46690,2025-07-07
ACC-2508,Miller and Sons,Enterprise,Retail,24768,2025-07-06
ACC-2509,"Moore, Price and Ward",Mid-Market,SaaS,1310,2024-01-05
ACC-2510,Wallace-Juarez,Enterprise,SaaS,48501,2024-04-12
ACC-2511,Lopez Group,Enterprise,Manufacturing,25690,2025-03-06
ACC-2512,"Russell, Johnson and Gomez",SMB,SaaS,41,2025-04-08
ACC-2513,"Mueller, Shields and Smith",SMB,Retail,136,2024-10-28
ACC-2514,Hardy PLC,Mid-Market,Fintech,1157,2025-03-20
ACC-2515,"Jackson, James and Taylor",SMB,Healthcare,32,2024-07-27
ACC-2516,Thomas-Jackson,SMB,Healthcare,193,2024-11-23
ACC-2517,Washington-Jones,SMB,Healthcare,114,2024-07-10
ACC-2518,"Weber, Wheeler and Gonzalez",SMB,SaaS,91,2024-04-15
ACC-2519,Smith-Foster,SMB,Manufacturing,184,2024-10-22
ACC-2520,Alexander-Jordan,SMB,Media,151,2025-04-06
ACC-2521,Evans PLC,SMB,Media,43,2024-06-05
ACC-2522,Edwards-Oconnell,Enterprise,Healthcare,10137,2024-08-14
ACC-2523,"Neal, Henry and Johnston",SMB,Fintech,87,2024-09-10
ACC-2524,Ramirez-Hartman,SMB,Healthcare,191,2024-03-29
ACC-2525,"Gonzalez, Osborn and White",Enterprise,Manufacturing,7168,2024-01-21
ACC-2526,"Murray, Erickson and Gonzales",SMB,Healthcare,172,2025-10-07
ACC-2527,"Jones, Abbott and Pope",SMB,Media,87,2025-01-22
ACC-2528,Schultz and Sons,SMB,Healthcare,174,2025-05-26
ACC-2529,Espinoza Group,Enterprise,SaaS,45170,2024-12-14
ACC-2530,"Mendoza, Morales and Hunter",Mid-Market,Media,891,2024-11-20
ACC-2531,"Johnson, Schmitt and Miles",SMB,Manufacturing,17,2025-04-06
ACC-2532,"Rocha, Rodriguez and Wright",Enterprise,Media,44672,2024-10-02
ACC-2533,Holland Inc,SMB,Manufacturing,156,2025-05-16
ACC-2534,"Lucas, Rasmussen and Rivera",Mid-Market,Retail,1484,2024-03-23
ACC-2535,Garcia and Sons,SMB,Manufacturing,87,2025-08-03
ACC-2536,"Grant, Watts and Walker",Mid-Market,Healthcare,1031,2024-10-30
ACC-2537,Barton-Chapman,SMB,Manufacturing,186,2024-04-27
ACC-2538,Cuevas-Webb,SMB,Healthcare,133,2024-11-19
ACC-2539,Wilson Ltd,SMB,Fintech,46,2024-09-27
ACC-2540,Cooper-Mueller,SMB,Manufacturing,98,2025-01-10
ACC-2541,Alvarez-Kim,Mid-Market,Media,1350,2024-12-17
ACC-2542,Jones-Williams,SMB,Media,129,2024-03-30
ACC-2543,Sweeney Ltd,SMB,SaaS,46,2025-06-09
ACC-2544,Spears Ltd,SMB,Fintech,108,2025-02-04
ACC-2545,Arnold LLC,SMB,Manufacturing,50,2024-11-27
ACC-2546,Hall-Sullivan,Enterprise,Fintech,14440,2024-05-24
ACC-2547,"Sandoval, Foster and Mclaughlin",Mid-Market,Fintech,1254,2024-12-15
ACC-2548,"Jordan, Smith and Lewis",SMB,Healthcare,88,2025-08-07
ACC-2549,"Stokes, Brown and Garcia",SMB,Manufacturing,110,2024-05-25
ACC-2550,Nguyen-Ellis,Enterprise,Healthcare,25127,2025-06-04
ACC-2551,Rose-Fowler,SMB,Manufacturing,82,2024-10-28
ACC-2552,"Long, Wilson and Bell",Enterprise,Retail,32840,2025-04-24
ACC-2553,Cervantes Ltd,SMB,Healthcare,12,2025-04-22
ACC-2554,"Miller, Anderson and Wilson",SMB,Healthcare,77,2024-03-31
ACC-2555,Brooks and Sons,Mid-Market,Manufacturing,292,2024-10-28
ACC-2556,Carlson-Andrews,SMB,Retail,153,2024-05-24
ACC-2557,Reid-Steele,Mid-Market,Media,991,2024-05-14
ACC-2558,"Jackson, Roberts and Lopez",SMB,Retail,150,2025-04-26
ACC-2559,Glenn Inc,Mid-Market,Retail,463,2024-04-16
ACC-2560,Ochoa PLC,SMB,Manufacturing,96,2025-05-22
ACC-2561,Ortiz-Vasquez,Mid-Market,Media,1433,2025-10-14
ACC-2562,Burns-Miller,SMB,SaaS,20,2025-09-10
ACC-2563,Carter LLC,SMB,Fintech,95,2025-02-21
ACC-2564,Jackson-Ellis,SMB,Media,48,2025-08-23
ACC-2565,Dunn-Wilson,SMB,SaaS,166,2024-07-27
ACC-2566,"Morrow, Richardson and Carson",SMB,SaaS,167,2025-08-13
ACC-2567,"Alexander, Robinson and Coleman",Mid-Market,Media,1896,2025-10-06
ACC-2568,"Potter, Evans and Kidd",SMB,Retail,191,2024-07-23
ACC-2569,Atkins-Miller,SMB,SaaS,14,2025-08-25
ACC-2570,Clark Ltd,Mid-Market,Manufacturing,1395,2025-06-19
ACC-2571,Callahan-Bishop,Mid-Market,Retail,1986,2024-05-08
ACC-2572,"Taylor, Clark and Clark",Mid-Market,SaaS,1171,2025-03-18
ACC-2573,Patel-Carlson,Enterprise,Fintech,16912,2024-09-08
ACC-2574,"Carter, Armstrong and Farley",Mid-Market,Manufacturing,1183,2025-11-30
ACC-2575,"Ochoa, Taylor and Brady",SMB,Retail,194,2024-02-16
ACC-2576,Camacho-Martinez,SMB,Fintech,184,2024-07-12
ACC-2577,Dawson and Sons,Mid-Market,Media,425,2024-11-01
ACC-2578,Thomas-Chen,SMB,Media,90,2024-11-17
ACC-2579,Hayes-Schultz,SMB,SaaS,62,2024-11-08
ACC-2580,"Brady, Neal and Wiley",Mid-Market,Retail,1987,2025-01-14
ACC-2581,Perkins-Melton,SMB,Media,45,2024-03-13
ACC-2582,"Stanton, Reid and Terry",Mid-Market,SaaS,1179,2025-09-10
ACC-2583,"Sanders, Donaldson and Summers",SMB,Retail,54,2024-07-27
ACC-2584,Clayton-Morgan,SMB,Manufacturing,100,2024-04-11
ACC-2585,"Phelps, Kramer and Shannon",Mid-Market,SaaS,741,2024-02-05
ACC-2586,Sims Group,SMB,SaaS,73,2024-04-06
ACC-2587,Alexander Inc,SMB,Retail,86,2024-06-06
ACC-2588,"Blankenship, Khan and Turner",Mid-Market,Healthcare,1643,2024-03-13
ACC-2589,"Ward, Miller and Beck",SMB,Media,99,2024-05-08
ACC-2590,Sanders LLC,SMB,Media,41,2025-06-27
ACC-2591,Patterson Inc,SMB,Media,111,2024-03-14
ACC-2592,Lewis Inc,Enterprise,Fintech,4756,2025-04-06
ACC-2593,Stone Group,SMB,SaaS,192,2024-01-07
ACC-2594,"Cooper, Martinez and Dalton",Enterprise,Media,33396,2024-04-12
ACC-2595,Jones-Reyes,SMB,Media,147,2025-09-18
ACC-2596,Garcia LLC,Mid-Market,Healthcare,423,2024-04-16
ACC-2597,Ayala-Mullins,Mid-Market,Fintech,696,2025-05-13
ACC-2598,"Thomas, Moreno and Smith",Mid-Market,Media,662,2024-05-07
ACC-2599,Bell-Lewis,SMB,Media,35,2024-04-27
